,community,size,total_spending,median_spending,mean_claims,median_hcpcs,median_servicing,anomaly_rate
2696,2696,1,11856691.309999999,11856691.309999999,95137.0,2.0,1.0,0.0
929,929,1,11854386.33,11854386.33,94521.0,1.0,1.0,0.0
1729,1729,1,11848136.819999998,11848136.819999998,96958.0,1.0,1.0,0.0
2019,2019,1,11847178.89,11847178.89,150056.0,2.0,2.0,0.0
2354,2354,1,11840623.399999999,11840623.399999999,2677.0,2.0,1.0,1.0
39,39,1,11839242.879999999,11839242.879999999,73015.0,2.0,1.0,0.0
2252,2252,1,11834860.030000001,11834860.030000001,163025.0,1.0,0.0,0.0
202,202,1,11832730.999999998,11832730.999999998,59247.0,1.0,1.0,0.0
257,257,1,11830161.77,11830161.77,28257.0,2.0,1.0,0.0
2771,2771,1,11828745.959999999,11828745.959999999,79866.0,1.0,1.0,0.0
100,100,1,11828384.25,11828384.25,68812.0,1.0,0.0,0.0
2336,2336,1,11827102.05,11827102.05,2819.0,2.0,1.0,0.0
326,326,1,11816671.440000001,11816671.440000001,161733.0,1.0,0.0,0.0
246,246,1,11815944.16,11815944.16,41242.0,1.0,1.0,0.0
1541,1541,1,11815663.129999999,11815663.129999999,58455.0,1.0,4.0,0.0
1683,1683,1,11809835.87,11809835.87,144279.0,2.0,1.0,0.0
1534,1534,1,11808647.47,11808647.47,90636.0,2.0,3.0,0.0
1510,1510,1,11800939.25,11800939.25,79938.0,1.0,17.0,0.0
2321,2321,1,11792930.4,11792930.4,163039.0,2.0,0.0,0.0
2022,2022,1,11790851.61,11790851.61,55817.0,2.0,1.0,0.0
206,206,1,11783446.14,11783446.14,4322.0,1.0,1.0,0.0
2027,2027,1,11782995.709999999,11782995.709999999,193226.0,2.0,33.0,1.0
1701,1701,1,11780757.79,11780757.79,36403.0,2.0,1.0,0.0
616,616,1,11779793.44,11779793.44,58735.0,2.0,1.0,0.0
301,301,1,11779405.09,11779405.09,44759.0,2.0,1.0,0.0
2628,2628,1,11769682.270000001,11769682.270000001,5589.0,2.0,1.0,0.0
128,128,1,11768977.51,11768977.51,99926.0,1.0,1.0,0.0
773,773,1,11766174.27,11766174.27,173150.0,2.0,1.0,0.0
1940,1940,1,11764660.56,11764660.56,17314.0,1.0,1.0,0.0
1155,1155,1,11762147.39,11762147.39,62128.0,1.0,1.0,0.0
1736,1736,1,11761448.58,11761448.58,69372.0,1.0,1.0,0.0
2423,2423,1,11752395.37,11752395.37,261808.0,2.0,1.0,0.0
1063,1063,1,11747739.620000001,11747739.620000001,3783.0,1.0,1.0,0.0
784,784,1,11747600.350000001,11747600.350000001,54588.0,1.0,1.0,0.0
2833,2833,1,11738858.48,11738858.48,12680.0,2.0,1.0,0.0
137,137,1,11735683.95,11735683.95,32680.0,2.0,1.0,0.0
1991,1991,1,11735440.339999998,11735440.339999998,167696.0,1.0,1.0,0.0
1702,1702,1,11735250.14,11735250.14,138057.0,1.0,1.0,0.0
1228,1228,1,11734765.730000002,11734765.730000002,33754.0,1.0,1.0,0.0
1337,1337,1,11731019.530000001,11731019.530000001,22702.0,1.0,0.0,0.0
2600,2600,1,11730489.43,11730489.43,25541.0,2.0,1.0,0.0
533,533,1,11725051.2,11725051.2,6013.0,1.0,1.0,1.0
2094,2094,1,11724042.780000001,11724042.780000001,107976.0,1.0,1.0,0.0
1988,1988,1,11722726.89,11722726.89,157720.0,2.0,1.0,0.0
1067,1067,1,11720543.86,11720543.86,84968.0,2.0,1.0,0.0
660,660,1,11711633.16,11711633.16,162623.0,1.0,1.0,0.0
71,71,1,11706492.98,11706492.98,86551.0,1.0,1.0,0.0
2667,2667,1,11706185.59,11706185.59,8261.0,1.0,1.0,1.0
1427,1427,1,11704984.3,11704984.3,195672.0,2.0,1.0,0.0
1523,1523,1,11701225.34,11701225.34,146438.0,2.0,1.0,0.0
357,357,1,11700469.49,11700469.49,79367.0,1.0,1.0,0.0
641,641,1,11700202.05,11700202.05,81077.0,1.0,1.0,0.0
578,578,1,11695412.35,11695412.35,149524.0,2.0,1.0,0.0
917,917,1,11694734.879999999,11694734.879999999,7407.0,1.0,1.0,0.0
2074,2074,1,11685996.67,11685996.67,76514.0,2.0,1.0,0.0
1254,1254,1,11682123.55,11682123.55,352415.0,1.0,1.0,0.0
672,672,1,11675767.760000002,11675767.760000002,140627.0,1.0,1.0,0.0
321,321,1,11668750.98,11668750.98,98726.0,1.0,1.0,0.0
1919,1919,1,11658230.889999999,11658230.889999999,5248.0,1.0,1.0,1.0
1011,1011,1,11654024.21,11654024.21,5911.0,1.0,2.0,1.0
224,224,1,11643642.59,11643642.59,22305.0,1.0,1.0,0.0
2216,2216,1,11633673.73,11633673.73,63359.0,1.0,0.0,0.0
1444,1444,1,11625435.89,11625435.89,13097.0,1.0,0.0,0.0
1499,1499,1,11618303.819999998,11618303.819999998,141063.0,2.0,1.0,0.0
181,181,1,11615848.67,11615848.67,102160.0,2.0,1.0,0.0
551,551,1,11604506.15,11604506.15,157971.0,2.0,1.0,0.0
2874,2874,1,11599867.129999999,11599867.129999999,17810.0,2.0,1.0,0.0
1184,1184,1,11597687.38,11597687.38,153767.0,1.0,1.0,0.0
1715,1715,1,11596647.89,11596647.89,83144.0,2.0,1.0,0.0
147,147,1,11596566.559999999,11596566.559999999,10195.0,1.0,1.0,0.0
1235,1235,1,11595270.27,11595270.27,97634.0,2.0,1.0,0.0
1273,1273,1,11592767.229999999,11592767.229999999,17830.0,2.0,1.0,0.0
2386,2386,1,11589486.940000001,11589486.940000001,93897.0,1.0,1.0,0.0
1623,1623,1,11588736.6,11588736.6,91498.0,1.0,1.0,0.0
859,859,1,11587117.229999999,11587117.229999999,150384.0,1.0,1.0,0.0
2411,2411,1,11586892.14,11586892.14,98323.0,2.0,1.0,0.0
1505,1505,1,11586888.45,11586888.45,145116.0,1.0,1.0,0.0
1680,1680,1,11586614.1,11586614.1,21928.0,1.0,1.0,0.0
1285,1285,1,11574321.04,11574321.04,72920.0,2.0,1.0,0.0
1879,1879,1,11570868.799999999,11570868.799999999,131072.0,2.0,1.0,0.0
141,141,1,11566321.11,11566321.11,54975.0,2.0,1.0,0.0
2068,2068,1,11560374.12,11560374.12,1521.0,1.0,1.0,0.0
2393,2393,1,11556427.31,11556427.31,2709.0,2.0,1.0,1.0
2814,2814,1,11554502.399999999,11554502.399999999,205426.0,2.0,1.0,0.0
2666,2666,1,11548764.5,11548764.5,158370.0,1.0,1.0,0.0
153,153,1,11548606.67,11548606.67,207370.0,2.0,0.0,0.0
1281,1281,1,11546514.34,11546514.34,49184.0,1.0,1.0,0.0
573,573,1,11533344.7,11533344.7,13019.0,1.0,0.0,0.0
2253,2253,1,11525533.0,11525533.0,44118.0,2.0,1.0,0.0
1361,1361,1,11524733.82,11524733.82,72663.0,1.0,1.0,0.0
697,697,1,11516361.030000001,11516361.030000001,70467.0,1.0,1.0,0.0
703,703,1,11513989.649999999,11513989.649999999,37769.0,1.0,1.0,0.0
1615,1615,1,11512718.959999999,11512718.959999999,1284.0,1.0,1.0,0.0
371,371,1,11510986.870000001,11510986.870000001,62012.0,1.0,2.0,0.0
1874,1874,1,11510080.57,11510080.57,26416.0,2.0,1.0,0.0
2766,2766,1,11504266.950000001,11504266.950000001,3847.0,1.0,1.0,0.0
1172,1172,1,11501428.74,11501428.74,165664.0,1.0,1.0,0.0
262,262,1,11499922.72,11499922.72,56732.0,2.0,1.0,0.0
2728,2728,1,11498129.01,11498129.01,241695.0,2.0,0.0,0.0
411,411,1,11495762.79,11495762.79,202690.0,1.0,0.0,0.0
1485,1485,1,11486020.03,11486020.03,93864.0,2.0,1.0,0.0
405,405,1,11484784.5,11484784.5,68046.0,1.0,1.0,0.0
2695,2695,1,11479939.0,11479939.0,62468.0,2.0,1.0,0.0
1723,1723,1,11472180.08,11472180.08,18957.0,2.0,1.0,0.0
1718,1718,1,11471908.1,11471908.1,239658.0,2.0,0.0,0.0
640,640,1,11467772.52,11467772.52,80420.0,1.0,1.0,0.0
1380,1380,1,11461386.92,11461386.92,5677.0,1.0,1.0,1.0
974,974,1,11458476.92,11458476.92,78782.0,2.0,1.0,0.0
883,883,1,11458163.290000001,11458163.290000001,72864.0,2.0,1.0,0.0
2249,2249,1,11454617.290000001,11454617.290000001,179453.0,1.0,0.0,0.0
1392,1392,1,11453037.740000002,11453037.740000002,79300.0,1.0,1.0,0.0
2852,2852,1,11451420.8,11451420.8,7501.0,1.0,1.0,0.0
1840,1840,1,11437591.1,11437591.1,4693.0,2.0,1.0,0.0
1147,1147,1,11435881.27,11435881.27,182534.0,2.0,1.0,0.0
250,250,1,11432355.66,11432355.66,121716.0,1.0,1.0,0.0
1837,1837,1,11430427.5,11430427.5,13843.0,3.0,3.0,0.0
1095,1095,1,11428564.35,11428564.35,188274.0,2.0,1.0,0.0
314,314,1,11427997.34,11427997.34,129262.0,1.0,1.0,0.0
2704,2704,1,11423211.84,11423211.84,189670.0,1.0,0.0,0.0
383,383,1,11419404.14,11419404.14,89451.0,1.0,1.0,0.0
1199,1199,1,11415640.209999999,11415640.209999999,102588.0,1.0,1.0,0.0
1761,1761,1,11415336.89,11415336.89,26599.0,1.0,0.0,0.0
1956,1956,1,11413839.280000001,11413839.280000001,165178.0,2.0,1.0,0.0
753,753,1,11410103.059999997,11410103.059999997,181989.0,2.0,5.0,0.0
557,557,1,11401090.73,11401090.73,133459.0,1.0,1.0,0.0
509,509,1,11400670.370000001,11400670.370000001,152347.0,2.0,1.0,0.0
1730,1730,1,11396955.1,11396955.1,88025.0,1.0,1.0,0.0
755,755,1,11396125.31,11396125.31,74210.0,1.0,1.0,0.0
441,441,1,11393179.629999999,11393179.629999999,119585.0,2.0,1.0,0.0
1398,1398,1,11390974.29,11390974.29,83287.0,1.0,1.0,0.0
449,449,1,11388461.649999999,11388461.649999999,9669.0,1.0,1.0,0.0
1845,1845,1,11386305.0,11386305.0,113556.0,2.0,1.0,0.0
2353,2353,1,11378518.55,11378518.55,171741.0,2.0,1.0,0.0
2275,2275,1,11375541.25,11375541.25,118647.0,2.0,1.0,0.0
950,950,1,11353538.64,11353538.64,77068.0,1.0,1.0,0.0
538,538,1,11349700.51,11349700.51,16116.0,2.0,1.0,0.0
1266,1266,1,11346314.59,11346314.59,87102.0,1.0,1.0,0.0
1061,1061,1,11341211.9,11341211.9,25602.0,2.0,1.0,0.0
179,179,1,11339199.069999998,11339199.069999998,158693.0,2.0,0.0,0.0
453,453,1,11334325.74,11334325.74,137088.0,1.0,1.0,0.0
2586,2586,1,11327989.82,11327989.82,6385.0,1.0,1.0,0.0
2693,2693,1,11322250.36,11322250.36,57757.0,2.0,1.0,0.0
1236,1236,1,11320197.620000001,11320197.620000001,126844.0,2.0,1.0,0.0
2550,2550,1,11313244.530000001,11313244.530000001,124053.0,2.0,1.0,0.0
1700,1700,1,11310773.43,11310773.43,17935.0,2.0,1.0,0.0
2863,2863,1,11310037.39,11310037.39,44950.0,2.0,1.0,0.0
1210,1210,1,11308649.900000002,11308649.900000002,9947.0,1.0,1.0,0.0
2802,2802,1,11291678.070000002,11291678.070000002,179384.0,2.0,1.0,0.0
2809,2809,1,11290717.310000002,11290717.310000002,57871.0,2.0,1.0,0.0
1324,1324,1,11289188.14,11289188.14,7615.0,1.0,3.0,1.0
1937,1937,1,11279130.81,11279130.81,64165.0,1.0,1.0,0.0
486,486,1,11276401.59,11276401.59,140930.0,1.0,0.0,0.0
176,176,1,11276398.45,11276398.45,91215.0,1.0,1.0,0.0
794,794,1,11275008.209999999,11275008.209999999,7067.0,2.0,1.0,0.0
2441,2441,1,11272045.46,11272045.46,114529.0,2.0,1.0,0.0
2151,2151,1,11263344.43,11263344.43,70441.0,2.0,1.0,0.0
994,994,1,11259266.059999999,11259266.059999999,72800.0,1.0,1.0,0.0
448,448,1,11259184.149999999,11259184.149999999,220803.0,2.0,0.0,0.0
2519,2519,1,11258037.27,11258037.27,69540.0,2.0,1.0,0.0
1201,1201,1,11253357.3,11253357.3,30771.0,2.0,8.0,0.0
1809,1809,1,11249226.36,11249226.36,32529.0,1.0,1.0,0.0
1975,1975,1,11248393.219999999,11248393.219999999,247583.0,2.0,1.0,0.0
864,864,1,11244289.579999998,11244289.579999998,6499.0,1.0,1.0,0.0
1806,1806,1,11244162.700000001,11244162.700000001,28178.0,3.0,1.0,0.0
543,543,1,11243706.98,11243706.98,92701.0,1.0,1.0,0.0
1871,1871,1,11235603.08,11235603.08,57180.0,1.0,5.0,0.0
2292,2292,1,11231422.65,11231422.65,51700.0,1.0,1.0,0.0
896,896,1,11229364.88,11229364.88,33102.0,1.0,0.0,0.0
939,939,1,11225058.559999999,11225058.559999999,8462.0,2.0,1.0,0.0
965,965,1,11223661.100000001,11223661.100000001,45052.0,1.0,1.0,0.0
2135,2135,1,11218525.229999999,11218525.229999999,146987.0,1.0,1.0,0.0
2562,2562,1,11215471.97,11215471.97,102832.0,1.0,4.0,0.0
2378,2378,1,11209931.68,11209931.68,55659.0,3.0,1.0,0.0
1436,1436,1,11205119.32,11205119.32,157861.0,1.0,1.0,0.0
471,471,1,11201695.84,11201695.84,26703.0,2.0,1.0,0.0
2845,2845,1,11200668.88,11200668.88,57074.0,2.0,0.0,0.0
1641,1641,1,11196896.499999998,11196896.499999998,65200.0,1.0,5.0,0.0
312,312,1,11196087.98,11196087.98,40692.0,2.0,1.0,0.0
298,298,1,11192209.190000001,11192209.190000001,27724.0,2.0,1.0,0.0
1706,1706,1,11184314.969999999,11184314.969999999,4194.0,1.0,2.0,0.0
2053,2053,1,11183882.850000001,11183882.850000001,4620.0,1.0,1.0,0.0
1908,1908,1,11183837.469999997,11183837.469999997,6156.0,1.0,1.0,0.0
1369,1369,1,11179168.68,11179168.68,71389.0,2.0,1.0,0.0
1926,1926,1,11168757.33,11168757.33,159062.0,2.0,1.0,0.0
283,283,1,11167027.290000001,11167027.290000001,55492.0,1.0,1.0,0.0
114,114,1,11155771.0,11155771.0,15501.0,2.0,32.0,0.0
2150,2150,1,11145102.37,11145102.37,217229.0,2.0,1.0,0.0
277,277,1,11143606.589999998,11143606.589999998,64996.0,1.0,1.0,0.0
1983,1983,1,11142272.61,11142272.61,73526.0,1.0,1.0,0.0
1804,1804,1,11139302.940000001,11139302.940000001,94863.0,1.0,1.0,0.0
2792,2792,1,11138943.100000001,11138943.100000001,64591.0,2.0,0.0,0.0
521,521,1,11137934.940000001,11137934.940000001,18298.0,1.0,1.0,0.0
1072,1072,1,11137105.32,11137105.32,57444.0,2.0,1.0,0.0
2284,2284,1,11134108.920000002,11134108.920000002,140740.0,1.0,1.0,0.0
2864,2864,1,11131972.59,11131972.59,98070.0,2.0,1.0,0.0
1564,1564,1,11131540.04,11131540.04,183436.0,2.0,1.0,0.0
163,163,1,11129536.75,11129536.75,43636.0,2.0,1.0,0.0
2338,2338,1,11124962.9,11124962.9,60658.0,1.0,1.0,0.0
1464,1464,1,11110653.290000001,11110653.290000001,121915.0,1.0,1.0,0.0
1707,1707,1,11108318.85,11108318.85,86095.0,1.0,0.0,0.0
839,839,1,11105261.95,11105261.95,25555.0,2.0,1.0,0.0
768,768,1,11101973.75,11101973.75,145745.0,2.0,1.0,0.0
2596,2596,1,11099587.78,11099587.78,150079.0,1.0,5.0,0.0
2326,2326,1,11098430.61,11098430.61,149283.0,4.0,1.0,0.0
2368,2368,1,11096564.64,11096564.64,7478.0,1.0,1.0,0.0
58,58,1,11096309.950000001,11096309.950000001,249976.0,1.0,2.0,0.0
2873,2873,1,11087234.009999998,11087234.009999998,4155.0,1.0,1.0,0.0
1583,1583,1,11086115.900000002,11086115.900000002,56113.0,2.0,1.0,0.0
2758,2758,1,11083904.33,11083904.33,162308.0,1.0,1.0,0.0
2577,2577,1,11083517.61,11083517.61,100395.0,1.0,1.0,0.0
468,468,1,11082747.41,11082747.41,104933.0,1.0,3.0,0.0
709,709,1,11081962.94,11081962.94,50052.0,1.0,1.0,0.0
225,225,1,11081465.319999998,11081465.319999998,135149.0,2.0,1.0,0.0
169,169,1,11068720.149999999,11068720.149999999,12601.0,1.0,1.0,0.0
1617,1617,1,11062679.61,11062679.61,75992.0,1.0,1.0,0.0
1684,1684,1,11062591.219999999,11062591.219999999,59010.0,2.0,1.0,0.0
564,564,1,11062291.83,11062291.83,145745.0,2.0,1.0,0.0
1206,1206,1,11061919.87,11061919.87,34138.0,2.0,2.0,0.0
2384,2384,1,11057292.17,11057292.17,102827.0,2.0,1.0,0.0
391,391,1,11054349.79,11054349.79,33997.0,1.0,1.0,0.0
1651,1651,1,11053314.219999999,11053314.219999999,17593.0,1.0,1.0,0.0
109,109,1,11050586.580000002,11050586.580000002,21177.0,2.0,1.0,0.0
438,438,1,11039460.62,11039460.62,59297.0,2.0,1.0,0.0
1938,1938,1,11038248.43,11038248.43,110074.0,1.0,1.0,0.0
1880,1880,1,11029790.14,11029790.14,195228.0,2.0,0.0,0.0
430,430,1,11029034.54,11029034.54,17022.0,2.0,12.0,1.0
2741,2741,1,11028975.459999999,11028975.459999999,102457.0,2.0,1.0,0.0
944,944,1,11026521.940000001,11026521.940000001,62333.0,1.0,1.0,0.0
914,914,1,11021501.43,11021501.43,201848.0,2.0,2.0,0.0
926,926,1,11018834.129999999,11018834.129999999,214190.0,2.0,0.0,0.0
1103,1103,1,11018616.63,11018616.63,3100.0,1.0,8.0,0.0
1581,1581,1,11014424.21,11014424.21,63868.0,1.0,1.0,0.0
1560,1560,1,11010065.51,11010065.51,34020.0,2.0,1.0,0.0
1124,1124,1,11009169.11,11009169.11,67999.0,1.0,1.0,0.0
1964,1964,1,11008532.09,11008532.09,123792.0,2.0,1.0,0.0
32,32,1,11003054.719999999,11003054.719999999,32253.0,1.0,2.0,0.0
522,522,1,11002642.93,11002642.93,65404.0,2.0,1.0,0.0
1078,1078,1,10997797.59,10997797.59,155110.0,2.0,1.0,0.0
1167,1167,1,10996699.32,10996699.32,174967.0,1.0,1.0,0.0
1698,1698,1,10995019.0,10995019.0,36520.0,1.0,5.0,0.0
2417,2417,1,10992707.010000002,10992707.010000002,82753.0,1.0,1.0,0.0
932,932,1,10988739.159999998,10988739.159999998,317213.0,1.0,1.0,0.0
2832,2832,1,10984842.420000002,10984842.420000002,3202.0,1.0,1.0,0.0
209,209,1,10982751.45,10982751.45,33317.0,2.0,1.0,0.0
1425,1425,1,10980534.51,10980534.51,54597.0,2.0,1.0,0.0
2827,2827,1,10979951.07,10979951.07,101326.0,2.0,1.0,0.0
2540,2540,1,10978258.92,10978258.92,147266.0,1.0,1.0,0.0
1742,1742,1,10977302.81,10977302.81,177726.0,1.0,2.0,0.0
1901,1901,1,10969729.489999998,10969729.489999998,71683.0,1.0,1.0,0.0
1189,1189,1,10967009.24,10967009.24,1738.0,1.0,1.0,1.0
861,861,1,10962881.309999999,10962881.309999999,198425.0,2.0,1.0,0.0
1265,1265,1,10959007.34,10959007.34,215818.0,1.0,0.0,0.0
2824,2824,1,10955341.719999999,10955341.719999999,246123.0,1.0,1.0,0.0
1268,1268,1,10953787.379999999,10953787.379999999,163564.0,1.0,1.0,0.0
2664,2664,1,10946106.91,10946106.91,51364.0,1.0,32.0,0.0
2647,2647,1,10944691.809999999,10944691.809999999,6567.0,2.0,1.0,0.0
1226,1226,1,10944644.29,10944644.29,7152.0,1.0,1.0,0.0
2753,2753,1,10943966.4,10943966.4,34941.0,2.0,1.0,0.0
1396,1396,1,10943292.51,10943292.51,63148.0,1.0,1.0,0.0
149,149,1,10941926.980000002,10941926.980000002,88094.0,1.0,1.0,0.0
2385,2385,1,10941523.28,10941523.28,71744.0,2.0,1.0,0.0
12,12,1,10941001.690000001,10941001.690000001,108685.0,2.0,1.0,0.0
2653,2653,1,10935368.250000002,10935368.250000002,1898346.0,1.0,1.0,0.0
2144,2144,1,10928052.54,10928052.54,55218.0,2.0,1.0,0.0
2538,2538,1,10927748.43,10927748.43,47805.0,1.0,6.0,0.0
765,765,1,10923403.39,10923403.39,7375.0,2.0,1.0,0.0
2211,2211,1,10923245.14,10923245.14,126109.0,1.0,1.0,0.0
194,194,1,10914524.42,10914524.42,10996.0,2.0,1.0,0.0
2543,2543,1,10908620.78,10908620.78,58660.0,2.0,1.0,0.0
1546,1546,1,10905822.72,10905822.72,168319.0,1.0,0.0,0.0
1728,1728,1,10901379.99,10901379.99,137714.0,2.0,1.0,0.0
492,492,1,10901209.32,10901209.32,81252.0,1.0,1.0,0.0
1146,1146,1,10898072.350000001,10898072.350000001,220918.0,2.0,3.0,0.0
2823,2823,1,10894116.350000001,10894116.350000001,72898.0,1.0,1.0,0.0
2475,2475,1,10891867.48,10891867.48,31426.0,2.0,1.0,0.0
2847,2847,1,10890185.58,10890185.58,17620.0,2.0,16.0,0.0
2396,2396,1,10888611.49,10888611.49,86232.0,2.0,1.0,0.0
708,708,1,10884406.600000001,10884406.600000001,117972.0,2.0,1.0,0.0
2013,2013,1,10883158.99,10883158.99,252297.0,1.0,2.0,0.0
1731,1731,1,10882228.879999999,10882228.879999999,74597.0,1.0,0.0,0.0
1972,1972,1,10881594.45,10881594.45,138179.0,2.0,1.0,0.0
1325,1325,1,10866704.82,10866704.82,67338.0,2.0,1.0,0.0
1872,1872,1,10861937.8,10861937.8,203780.0,2.0,4.0,0.0
1734,1734,1,10861306.170000002,10861306.170000002,131820.0,1.0,1.0,0.0
1608,1608,1,10857410.59,10857410.59,2745.0,1.0,0.0,0.0
2692,2692,1,10856048.89,10856048.89,220454.0,1.0,0.0,0.0
2722,2722,1,10854796.530000001,10854796.530000001,38932.0,1.0,1.0,0.0
1655,1655,1,10847511.549999999,10847511.549999999,112799.0,2.0,1.0,0.0
1743,1743,1,10842858.67,10842858.67,199626.0,2.0,0.0,0.0
1569,1569,1,10841803.429999998,10841803.429999998,46561.0,1.0,16.0,0.0
1705,1705,1,10840552.41,10840552.41,122459.0,1.0,1.0,0.0
2812,2812,1,10836915.65,10836915.65,138213.0,1.0,1.0,0.0
881,881,1,10833573.68,10833573.68,80077.0,2.0,0.0,0.0
613,613,1,10830635.680000002,10830635.680000002,13962.0,2.0,1.0,0.0
1588,1588,1,10829331.690000001,10829331.690000001,83645.0,1.0,1.0,0.0
3,3,1,10827571.669999998,10827571.669999998,157611.0,1.0,1.0,0.0
2492,2492,1,10823306.48,10823306.48,44039.0,2.0,2.0,0.0
1377,1377,1,10822680.24,10822680.24,185635.0,1.0,3.0,0.0
1930,1930,1,10820335.28,10820335.28,128473.0,2.0,0.0,0.0
1867,1867,1,10815104.16,10815104.16,207376.0,2.0,0.0,0.0
2391,2391,1,10813398.07,10813398.07,33593.0,2.0,1.0,0.0
154,154,1,10807368.33,10807368.33,21878.0,1.0,4.0,0.0
235,235,1,10799104.749999998,10799104.749999998,38244.0,2.0,1.0,0.0
2675,2675,1,10798998.139999999,10798998.139999999,40726.0,1.0,1.0,0.0
2223,2223,1,10795811.37,10795811.37,1777.0,2.0,1.0,0.0
910,910,1,10794909.590000002,10794909.590000002,1523.0,2.0,1.0,0.0
955,955,1,10793811.919999998,10793811.919999998,46413.0,1.0,1.0,0.0
2395,2395,1,10790568.600000001,10790568.600000001,104747.0,2.0,1.0,0.0
487,487,1,10775646.73,10775646.73,18232.0,1.0,1.0,0.0
1768,1768,1,10773677.680000002,10773677.680000002,152049.0,1.0,1.0,0.0
1233,1233,1,10772426.82,10772426.82,23415.0,1.0,1.0,0.0
1666,1666,1,10770892.370000001,10770892.370000001,10275.0,2.0,1.0,0.0
1576,1576,1,10764209.099999998,10764209.099999998,395360.0,2.0,0.0,0.0
2485,2485,1,10763010.84,10763010.84,69983.0,1.0,1.0,0.0
2625,2625,1,10759961.450000001,10759961.450000001,176469.0,1.0,1.0,0.0
96,96,1,10759839.77,10759839.77,164786.0,2.0,1.0,0.0
998,998,1,10759028.06,10759028.06,82764.0,2.0,1.0,0.0
1041,1041,1,10756217.95,10756217.95,107917.0,1.0,2.0,0.0
450,450,1,10755452.290000003,10755452.290000003,117483.0,2.0,1.0,0.0
2174,2174,1,10749770.67,10749770.67,9292.0,1.0,1.0,0.0
2361,2361,1,10749053.590000002,10749053.590000002,191472.0,2.0,0.0,0.0
2298,2298,1,10747021.059999999,10747021.059999999,73591.0,2.0,1.0,0.0
220,220,1,10746872.08,10746872.08,14123.0,1.0,1.0,0.0
1561,1561,1,10735852.99,10735852.99,140164.0,2.0,1.0,0.0
1458,1458,1,10734725.280000001,10734725.280000001,140308.0,2.0,2.0,0.0
904,904,1,10729833.94,10729833.94,2298.0,1.0,1.0,1.0
2489,2489,1,10725239.959999999,10725239.959999999,162330.0,1.0,2.0,0.0
1605,1605,1,10717661.57,10717661.57,69524.0,1.0,1.0,0.0
1886,1886,1,10712822.66,10712822.66,59973.0,3.0,1.0,0.0
1735,1735,1,10710087.439999998,10710087.439999998,48267.0,1.0,1.0,0.0
1289,1289,1,10705234.370000001,10705234.370000001,40565.0,1.0,1.0,0.0
2115,2115,1,10701772.799999999,10701772.799999999,133831.0,2.0,1.0,0.0
2071,2071,1,10701395.500000002,10701395.500000002,167302.0,1.0,1.0,0.0
13,13,1,10700828.38,10700828.38,181645.0,1.0,0.0,0.0
1404,1404,1,10697332.74,10697332.74,56582.0,1.0,4.0,0.0
2213,2213,1,10693747.620000001,10693747.620000001,134616.0,1.0,1.0,0.0
1039,1039,1,10692157.35,10692157.35,10735.0,2.0,1.0,0.0
2105,2105,1,10691884.310000002,10691884.310000002,598681.0,3.0,1.0,0.0
2580,2580,1,10687178.18,10687178.18,74380.0,2.0,1.0,0.0
2614,2614,1,10686607.93,10686607.93,37035.0,1.0,1.0,0.0
287,287,1,10682645.030000001,10682645.030000001,160591.0,1.0,1.0,0.0
2491,2491,1,10681849.67,10681849.67,132414.0,2.0,1.0,0.0
1432,1432,1,10681448.38,10681448.38,79322.0,1.0,1.0,0.0
1897,1897,1,10681015.38,10681015.38,87289.0,1.0,1.0,0.0
1888,1888,1,10674780.71,10674780.71,33907.0,1.0,1.0,0.0
999,999,1,10670307.889999997,10670307.889999997,100244.0,2.0,1.0,0.0
2528,2528,1,10669760.56,10669760.56,156728.0,1.0,1.0,0.0
2767,2767,1,10665052.38,10665052.38,212424.0,2.0,1.0,0.0
716,716,1,10662844.71,10662844.71,4345.0,2.0,1.0,0.0
1238,1238,1,10656242.82,10656242.82,211698.0,2.0,2.0,0.0
309,309,1,10650985.26,10650985.26,104620.0,2.0,1.0,0.0
606,606,1,10650205.42,10650205.42,3845.0,1.0,1.0,0.0
1681,1681,1,10646734.44,10646734.44,5082.0,1.0,1.0,0.0
280,280,1,10645470.51,10645470.51,91919.0,1.0,1.0,0.0
216,216,1,10643305.299999999,10643305.299999999,24886.0,1.0,0.0,0.0
1180,1180,1,10643046.420000002,10643046.420000002,53343.0,1.0,0.0,0.0
97,97,1,10633560.53,10633560.53,120426.0,1.0,3.0,0.0
2372,2372,1,10631863.79,10631863.79,53844.0,2.0,1.0,0.0
144,144,1,10623606.59,10623606.59,191527.0,1.0,2.0,0.0
189,189,1,10622099.39,10622099.39,129771.0,2.0,1.0,0.0
1016,1016,1,10616503.140000002,10616503.140000002,149772.0,2.0,3.0,0.0
472,472,1,10615434.059999999,10615434.059999999,2666.0,1.0,1.0,0.0
1429,1429,1,10613805.02,10613805.02,180253.0,1.0,4.0,0.0
1927,1927,1,10605200.32,10605200.32,253859.0,1.0,1.0,0.0
2654,2654,1,10602296.799999999,10602296.799999999,199894.0,2.0,2.0,0.0
1876,1876,1,10602114.69,10602114.69,146946.0,2.0,1.0,0.0
769,769,1,10601841.760000002,10601841.760000002,56251.0,1.0,1.0,0.0
1599,1599,1,10600935.809999999,10600935.809999999,91991.0,2.0,1.0,0.0
2698,2698,1,10598239.57,10598239.57,90542.0,1.0,1.0,0.0
