,community,size,total_spending,median_spending,mean_claims,median_hcpcs,median_servicing,anomaly_rate
1491,1491,1,16160137.149999999,16160137.149999999,199467.0,1.0,1.0,0.0
2147,2147,1,16147012.639999999,16147012.639999999,116558.0,1.0,1.0,0.0
741,741,1,16140034.18,16140034.18,201190.0,1.0,1.0,0.0
192,192,1,16137186.08,16137186.08,132506.0,1.0,1.0,0.0
2527,2527,1,16131144.709999999,16131144.709999999,2219.0,1.0,1.0,0.0
1056,1056,1,16121568.62,16121568.62,113165.0,1.0,1.0,0.0
886,886,1,16104027.73,16104027.73,39724.0,2.0,1.0,0.0
1912,1912,1,16099330.02,16099330.02,107553.0,2.0,1.0,0.0
1451,1451,1,16094797.219999999,16094797.219999999,55633.0,1.0,21.0,0.0
1812,1812,1,16081051.419999998,16081051.419999998,37556.0,1.0,0.0,0.0
2167,2167,1,16056654.869999997,16056654.869999997,69233.0,2.0,12.0,0.0
185,185,1,16048861.85,16048861.85,41551.0,1.0,1.0,0.0
2041,2041,1,16047714.4,16047714.4,227415.0,2.0,1.0,0.0
975,975,1,16031671.9,16031671.9,178274.0,2.0,1.0,0.0
810,810,1,16024158.080000002,16024158.080000002,21351.0,1.0,1.0,0.0
481,481,1,16022637.98,16022637.98,44984.0,1.0,1.0,0.0
409,409,1,16014972.54,16014972.54,19751.0,2.0,1.0,0.0
1555,1555,1,16000300.14,16000300.14,20587.0,2.0,1.0,0.0
1388,1388,1,15995514.129999997,15995514.129999997,414379.0,2.0,1.0,0.0
1474,1474,1,15993289.97,15993289.97,9121.0,2.0,4.0,0.0
2787,2787,1,15984812.51,15984812.51,79709.0,2.0,1.0,0.0
1913,1913,1,15965072.84,15965072.84,110618.0,1.0,3.0,0.0
1032,1032,1,15964412.46,15964412.46,297458.0,2.0,0.0,0.0
1965,1965,1,15957013.25,15957013.25,125236.0,2.0,1.0,0.0
1335,1335,1,15944101.860000001,15944101.860000001,98980.0,2.0,1.0,0.0
1780,1780,1,15936005.3,15936005.3,63409.0,2.0,1.0,0.0
2340,2340,1,15927751.43,15927751.43,222001.0,2.0,1.0,0.0
1967,1967,1,15924770.8,15924770.8,237053.0,2.0,6.0,0.0
1772,1772,1,15912192.72,15912192.72,81159.0,1.0,4.0,0.0
869,869,1,15908586.75,15908586.75,199282.0,2.0,1.0,0.0
2091,2091,1,15901420.51,15901420.51,5679.0,1.0,2.0,1.0
1094,1094,1,15901282.78,15901282.78,7598.0,1.0,4.0,1.0
2493,2493,1,15890607.950000001,15890607.950000001,175159.0,1.0,1.0,0.0
259,259,1,15874312.18,15874312.18,69444.0,2.0,1.0,0.0
300,300,1,15869097.17,15869097.17,196638.0,1.0,1.0,0.0
28,28,1,15855872.43,15855872.43,177941.0,1.0,2.0,0.0
2267,2267,1,15851312.92,15851312.92,2516.0,2.0,1.0,0.0
2494,2494,1,15850133.59,15850133.59,14191.0,2.0,1.0,0.0
239,239,1,15847354.47,15847354.47,65679.0,1.0,1.0,0.0
2724,2724,1,15838427.950000001,15838427.950000001,27256.0,1.0,35.0,0.0
783,783,1,15836388.59,15836388.59,109716.0,2.0,1.0,0.0
1437,1437,1,15828318.440000001,15828318.440000001,22821.0,1.0,4.0,0.0
2612,2612,1,15819475.41,15819475.41,64458.0,1.0,1.0,0.0
1089,1089,1,15806353.129999999,15806353.129999999,85986.0,1.0,1.0,0.0
720,720,1,15787864.559999999,15787864.559999999,196092.0,2.0,1.0,0.0
622,622,1,15786080.219999999,15786080.219999999,241662.0,1.0,0.0,0.0
2130,2130,1,15776446.91,15776446.91,113357.0,2.0,1.0,0.0
2314,2314,1,15774110.63,15774110.63,35633.0,2.0,2.0,0.0
1639,1639,1,15770955.64,15770955.64,174627.0,2.0,1.0,0.0
1925,1925,1,15760081.480000002,15760081.480000002,30717.0,1.0,1.0,0.0
1757,1757,1,15756363.09,15756363.09,40145.0,2.0,1.0,0.0
984,984,1,15753450.120000001,15753450.120000001,207744.0,1.0,1.0,0.0
1686,1686,1,15748110.580000002,15748110.580000002,196651.0,1.0,1.0,0.0
1696,1696,1,15743460.659999998,15743460.659999998,22230.0,1.0,1.0,0.0
610,610,1,15743341.15,15743341.15,201655.0,1.0,1.0,0.0
334,334,1,15741988.78,15741988.78,8840.0,3.0,1.0,0.0
894,894,1,15741355.340000002,15741355.340000002,282156.0,2.0,0.0,0.0
1076,1076,1,15731879.959999999,15731879.959999999,2610.0,1.0,1.0,0.0
65,65,1,15715239.38,15715239.38,197908.0,1.0,6.0,0.0
274,274,1,15711349.830000002,15711349.830000002,269940.0,2.0,1.0,0.0
68,68,1,15705727.22,15705727.22,54290.0,2.0,1.0,0.0
594,594,1,15701011.04,15701011.04,26543.0,2.0,44.0,0.0
1196,1196,1,15682835.339999998,15682835.339999998,203485.0,2.0,1.0,0.0
1602,1602,1,15682113.36,15682113.36,350069.0,1.0,20.0,0.0
1585,1585,1,15679145.080000002,15679145.080000002,116138.0,2.0,1.0,0.0
1495,1495,1,15670871.8,15670871.8,17939.0,1.0,1.0,0.0
558,558,1,15668571.219999999,15668571.219999999,35690.0,1.0,1.0,0.0
2137,2137,1,15664750.42,15664750.42,285820.0,2.0,1.0,0.0
2713,2713,1,15663557.409999998,15663557.409999998,249769.0,1.0,0.0,0.0
2088,2088,1,15659978.120000001,15659978.120000001,35314.0,1.0,1.0,0.0
258,258,1,15655061.15,15655061.15,214695.0,1.0,1.0,0.0
1420,1420,1,15653828.69,15653828.69,252468.0,1.0,2.0,0.0
2171,2171,1,15652272.120000001,15652272.120000001,25328.0,3.0,2.0,0.0
1843,1843,1,15651978.68,15651978.68,221702.0,2.0,1.0,0.0
2640,2640,1,15649311.839999998,15649311.839999998,69105.0,2.0,1.0,0.0
2303,2303,1,15631551.02,15631551.02,3959.0,1.0,2.0,0.0
459,459,1,15621990.09,15621990.09,12524.0,1.0,1.0,1.0
2799,2799,1,15614983.03,15614983.03,4786.0,1.0,1.0,0.0
2007,2007,1,15593444.63,15593444.63,106986.0,1.0,1.0,0.0
2834,2834,1,15592489.459999999,15592489.459999999,36105.0,1.0,0.0,0.0
2883,2883,1,15588180.59,15588180.59,38434.0,1.0,0.0,0.0
819,819,1,15579815.719999999,15579815.719999999,134072.0,1.0,1.0,0.0
1717,1717,1,15577984.45,15577984.45,14116.0,1.0,1.0,0.0
1482,1482,1,15573450.23,15573450.23,184015.0,2.0,1.0,0.0
266,266,1,15569680.959999999,15569680.959999999,9667.0,1.0,1.0,0.0
2797,2797,1,15565717.32,15565717.32,76111.0,2.0,1.0,0.0
403,403,1,15556861.64,15556861.64,52194.0,1.0,1.0,0.0
875,875,1,15556381.57,15556381.57,256930.0,2.0,1.0,0.0
1597,1597,1,15555319.260000002,15555319.260000002,119511.0,2.0,1.0,0.0
1021,1021,1,15553523.21,15553523.21,33190.0,2.0,1.0,0.0
332,332,1,15549486.600000001,15549486.600000001,90549.0,2.0,1.0,0.0
2004,2004,1,15547824.469999999,15547824.469999999,303532.0,2.0,0.0,0.0
2349,2349,1,15529201.25,15529201.25,4003.0,1.0,0.0,1.0
2271,2271,1,15527240.350000001,15527240.350000001,325250.0,1.0,1.0,0.0
2542,2542,1,15505148.970000003,15505148.970000003,212593.0,2.0,0.0,0.0
2572,2572,1,15496994.109999998,15496994.109999998,660603.0,2.0,1.0,0.0
1417,1417,1,15485325.870000001,15485325.870000001,14358.0,2.0,1.0,0.0
2043,2043,1,15480270.16,15480270.16,202554.0,2.0,1.0,0.0
2408,2408,1,15469396.24,15469396.24,115612.0,1.0,1.0,0.0
836,836,1,15465422.95,15465422.95,23593.0,2.0,1.0,0.0
2413,2413,1,15463707.86,15463707.86,108274.0,1.0,1.0,0.0
936,936,1,15463624.22,15463624.22,108427.0,1.0,1.0,0.0
766,766,1,15462143.200000001,15462143.200000001,66908.0,2.0,1.0,0.0
964,964,1,15460938.5,15460938.5,3797.0,1.0,1.0,0.0
41,41,1,15452933.909999996,15452933.909999996,211060.0,2.0,2.0,0.0
429,429,1,15452834.049999999,15452834.049999999,6925.0,1.0,3.0,0.0
122,122,1,15442391.230000002,15442391.230000002,18775.0,1.0,2.0,0.0
1053,1053,1,15436438.69,15436438.69,23415.0,1.0,1.0,0.0
2250,2250,1,15415157.5,15415157.5,38426.0,2.0,2.0,0.0
282,282,1,15408567.0,15408567.0,32117.0,2.0,1.0,0.0
296,296,1,15395496.16,15395496.16,5838.0,1.0,1.0,0.0
60,60,1,15380800.060000002,15380800.060000002,65056.0,2.0,1.0,0.0
627,627,1,15380399.149999999,15380399.149999999,448000.0,1.0,1.0,0.0
390,390,1,15380047.689999998,15380047.689999998,147790.0,2.0,1.0,0.0
1012,1012,1,15366446.969999999,15366446.969999999,126216.0,1.0,1.0,0.0
2356,2356,1,15366319.469999999,15366319.469999999,90550.0,1.0,1.0,0.0
160,160,1,15363181.669999998,15363181.669999998,6932.0,1.0,1.0,0.0
1040,1040,1,15363106.4,15363106.4,40640.0,1.0,4.0,0.0
848,848,1,15347691.059999997,15347691.059999997,190630.0,1.0,1.0,0.0
516,516,1,15342646.240000002,15342646.240000002,212721.0,1.0,1.0,0.0
1830,1830,1,15342464.200000001,15342464.200000001,34201.0,2.0,1.0,0.0
1619,1619,1,15335430.11,15335430.11,11097.0,1.0,1.0,0.0
2461,2461,1,15326505.559999999,15326505.559999999,188803.0,1.0,1.0,0.0
687,687,1,15325191.7,15325191.7,239240.0,2.0,1.0,0.0
362,362,1,15321454.629999999,15321454.629999999,110932.0,1.0,1.0,0.0
2110,2110,1,15320262.73,15320262.73,141548.0,1.0,1.0,0.0
770,770,1,15303119.27,15303119.27,87526.0,2.0,1.0,0.0
1846,1846,1,15301865.499999998,15301865.499999998,205399.0,2.0,1.0,0.0
1401,1401,1,15296166.41,15296166.41,24056.0,1.0,1.0,0.0
1961,1961,1,15279711.649999999,15279711.649999999,191218.0,1.0,1.0,0.0
2583,2583,1,15279325.059999999,15279325.059999999,213257.0,2.0,1.0,0.0
2387,2387,1,15265579.21,15265579.21,101527.0,1.0,1.0,0.0
1997,1997,1,15260384.32,15260384.32,149650.0,1.0,1.0,0.0
2102,2102,1,15257704.099999998,15257704.099999998,83878.0,2.0,1.0,0.0
554,554,1,15255705.010000002,15255705.010000002,219335.0,1.0,14.0,0.0
793,793,1,15241665.94,15241665.94,206874.0,1.0,1.0,0.0
1413,1413,1,15219436.709999999,15219436.709999999,18766.0,2.0,1.0,0.0
2455,2455,1,15206857.080000002,15206857.080000002,2223.0,1.0,1.0,0.0
1649,1649,1,15206347.56,15206347.56,109400.0,2.0,1.0,0.0
2878,2878,1,15195155.99,15195155.99,191601.0,1.0,1.0,0.0
1448,1448,1,15192269.760000002,15192269.760000002,4400.0,2.0,1.0,0.0
2821,2821,1,15181316.530000001,15181316.530000001,212928.0,2.0,1.0,0.0
2867,2867,1,15163953.399999999,15163953.399999999,40661.0,2.0,8.0,0.0
2015,2015,1,15154362.270000001,15154362.270000001,163720.0,2.0,26.0,1.0
146,146,1,15152258.190000001,15152258.190000001,86066.0,1.0,1.0,0.0
387,387,1,15144145.840000002,15144145.840000002,202347.0,2.0,1.0,0.0
1878,1878,1,15130101.14,15130101.14,8783.0,2.0,1.0,0.0
523,523,1,15129898.74,15129898.74,11384.0,2.0,1.0,0.0
1149,1149,1,15116205.05,15116205.05,209557.0,2.0,0.0,0.0
2081,2081,1,15115770.360000001,15115770.360000001,194803.0,2.0,1.0,0.0
81,81,1,15112445.560000002,15112445.560000002,33253.0,2.0,1.0,0.0
1551,1551,1,15104437.38,15104437.38,187074.0,1.0,1.0,0.0
614,614,1,15097209.879999999,15097209.879999999,68946.0,2.0,1.0,0.0
779,779,1,15082405.049999997,15082405.049999997,29964.0,1.0,0.0,0.0
1230,1230,1,15081560.900000002,15081560.900000002,75997.0,1.0,1.0,0.0
537,537,1,15066598.260000002,15066598.260000002,33379.0,1.0,0.0,0.0
2389,2389,1,15046198.770000001,15046198.770000001,550874.0,1.0,2.0,0.0
2052,2052,1,15044679.55,15044679.55,84176.0,2.0,1.0,0.0
2207,2207,1,15036114.430000002,15036114.430000002,54048.0,2.0,1.0,0.0
668,668,1,15014395.4,15014395.4,102668.0,1.0,1.0,0.0
1670,1670,1,15008000.8,15008000.8,5935.0,1.0,2.0,0.0
544,544,1,15007365.66,15007365.66,10300.0,1.0,1.0,0.0
969,969,1,15003983.3,15003983.3,11358.0,2.0,1.0,0.0
1240,1240,1,15000668.51,15000668.51,17970.0,1.0,1.0,0.0
244,244,1,14998214.34,14998214.34,209795.0,2.0,1.0,0.0
1544,1544,1,14997847.440000001,14997847.440000001,197898.0,1.0,1.0,0.0
2800,2800,1,14986101.009999998,14986101.009999998,11552.0,1.0,1.0,1.0
2283,2283,1,14978916.58,14978916.58,44039.0,2.0,1.0,0.0
1093,1093,1,14972405.48,14972405.48,93902.0,1.0,1.0,0.0
2530,2530,1,14971573.13,14971573.13,186382.0,1.0,1.0,0.0
10,10,1,14959395.069999998,14959395.069999998,3216.0,1.0,1.0,1.0
889,889,1,14959120.670000002,14959120.670000002,206339.0,1.0,1.0,0.0
2143,2143,1,14950962.73,14950962.73,2922.0,1.0,1.0,0.0
1785,1785,1,14949843.74,14949843.74,117544.0,2.0,1.0,0.0
1593,1593,1,14945371.47,14945371.47,71362.0,1.0,1.0,0.0
1222,1222,1,14937162.97,14937162.97,153827.0,2.0,1.0,0.0
912,912,1,14933263.469999999,14933263.469999999,52647.0,2.0,1.0,0.0
1161,1161,1,14932090.089999998,14932090.089999998,88579.0,2.0,1.0,0.0
1792,1792,1,14922242.450000001,14922242.450000001,203624.0,1.0,1.0,0.0
2077,2077,1,14911167.59,14911167.59,54206.0,2.0,1.0,0.0
229,229,1,14908110.75,14908110.75,187835.0,1.0,1.0,0.0
1015,1015,1,14903076.95,14903076.95,176457.0,1.0,1.0,0.0
2304,2304,1,14895995.830000002,14895995.830000002,220338.0,2.0,1.0,0.0
2780,2780,1,14889314.879999999,14889314.879999999,9312.0,1.0,1.0,0.0
643,643,1,14885227.61,14885227.61,55575.0,1.0,1.0,0.0
669,669,1,14880283.64,14880283.64,205207.0,1.0,1.0,0.0
1807,1807,1,14877503.94,14877503.94,212100.0,2.0,2.0,0.0
596,596,1,14873026.6,14873026.6,52121.0,2.0,2.0,0.0
454,454,1,14866260.33,14866260.33,127266.0,1.0,1.0,0.0
2029,2029,1,14864023.82,14864023.82,60514.0,2.0,1.0,0.0
497,497,1,14862706.600000001,14862706.600000001,27917.0,1.0,0.0,0.0
2868,2868,1,14856090.16,14856090.16,163899.0,1.0,1.0,0.0
2458,2458,1,14851804.420000002,14851804.420000002,5305.0,1.0,1.0,1.0
2185,2185,1,14840414.470000003,14840414.470000003,211306.0,1.0,1.0,0.0
2837,2837,1,14835993.77,14835993.77,99166.0,1.0,1.0,0.0
1920,1920,1,14834306.030000001,14834306.030000001,37966.0,2.0,1.0,0.0
678,678,1,14831564.280000001,14831564.280000001,113213.0,1.0,1.0,0.0
2732,2732,1,14824534.08,14824534.08,31807.0,2.0,1.0,0.0
1054,1054,1,14823508.910000002,14823508.910000002,9318.0,1.0,1.0,0.0
1102,1102,1,14803470.52,14803470.52,28921.0,2.0,1.0,0.0
1656,1656,1,14801495.190000001,14801495.190000001,185011.0,2.0,1.0,0.0
341,341,1,14792916.649999999,14792916.649999999,784509.0,2.0,2.0,0.0
667,667,1,14787982.59,14787982.59,13018.0,1.0,1.0,0.0
597,597,1,14757637.53,14757637.53,182671.0,1.0,1.0,0.0
2730,2730,1,14750627.890000002,14750627.890000002,6129.0,2.0,1.0,0.0
674,674,1,14748436.69,14748436.69,17076.0,1.0,2.0,0.0
704,704,1,14741507.04,14741507.04,158469.0,1.0,1.0,0.0
2038,2038,1,14736613.530000001,14736613.530000001,50989.0,2.0,1.0,0.0
2148,2148,1,14736435.559999999,14736435.559999999,216829.0,2.0,1.0,0.0
273,273,1,14727508.68,14727508.68,5001.0,1.0,1.0,0.0
534,534,1,14715381.52,14715381.52,33280.0,2.0,1.0,0.0
2280,2280,1,14705599.74,14705599.74,26117.0,2.0,1.0,0.0
1007,1007,1,14703434.280000001,14703434.280000001,20442.0,2.0,1.0,0.0
2467,2467,1,14701191.55,14701191.55,195517.0,2.0,1.0,0.0
1974,1974,1,14694237.690000001,14694237.690000001,9914.0,1.0,1.0,0.0
1543,1543,1,14693593.21,14693593.21,82938.0,1.0,1.0,0.0
2884,2884,1,14689988.77,14689988.77,24433.0,2.0,1.0,0.0
1745,1745,1,14688980.6,14688980.6,28357.0,1.0,13.0,0.0
126,126,1,14688016.05,14688016.05,87622.0,2.0,1.0,0.0
553,553,1,14676329.440000001,14676329.440000001,280587.0,2.0,1.0,0.0
2604,2604,1,14667113.34,14667113.34,210961.0,2.0,1.0,0.0
421,421,1,14665433.95,14665433.95,175040.0,2.0,1.0,0.0
593,593,1,14641842.59,14641842.59,45486.0,2.0,1.0,0.0
1321,1321,1,14641646.53,14641646.53,185221.0,1.0,1.0,0.0
1999,1999,1,14633394.8,14633394.8,173027.0,1.0,1.0,0.0
2162,2162,1,14631655.919999998,14631655.919999998,198292.0,2.0,1.0,0.0
2286,2286,1,14624467.239999998,14624467.239999998,5830.0,2.0,1.0,1.0
2773,2773,1,14616143.42,14616143.42,98023.0,1.0,1.0,0.0
2469,2469,1,14612648.19,14612648.19,203166.0,2.0,1.0,0.0
1981,1981,1,14610672.48,14610672.48,14073.0,2.0,1.0,0.0
360,360,1,14608938.409999998,14608938.409999998,284132.0,1.0,1.0,0.0
2589,2589,1,14608022.019999998,14608022.019999998,6461.0,1.0,1.0,0.0
738,738,1,14602430.39,14602430.39,236121.0,1.0,1.0,0.0
636,636,1,14593343.47,14593343.47,54384.0,1.0,1.0,0.0
824,824,1,14587083.15,14587083.15,94586.0,2.0,1.0,0.0
1003,1003,1,14586809.069999998,14586809.069999998,96499.0,2.0,0.0,0.0
21,21,1,14584198.61,14584198.61,32316.0,1.0,0.0,0.0
717,717,1,14583335.040000001,14583335.040000001,173691.0,1.0,0.0,0.0
1181,1181,1,14572198.66,14572198.66,3901.0,2.0,1.0,1.0
2322,2322,1,14555059.97,14555059.97,200549.0,1.0,1.0,0.0
1864,1864,1,14554456.97,14554456.97,51812.0,2.0,1.0,0.0
1766,1766,1,14549441.100000001,14549441.100000001,214274.0,1.0,1.0,0.0
397,397,1,14548337.41,14548337.41,192193.0,2.0,1.0,0.0
1065,1065,1,14531545.749999998,14531545.749999998,76802.0,1.0,1.0,0.0
525,525,1,14524043.399999999,14524043.399999999,141159.0,1.0,0.0,0.0
2132,2132,1,14498948.91,14498948.91,176710.0,1.0,1.0,0.0
2067,2067,1,14476272.82,14476272.82,103250.0,1.0,1.0,0.0
1159,1159,1,14474516.510000002,14474516.510000002,123540.0,3.0,1.0,0.0
120,120,1,14468603.27,14468603.27,110027.0,1.0,1.0,0.0
1509,1509,1,14456136.089999998,14456136.089999998,139524.0,2.0,1.0,0.0
1741,1741,1,14455469.520000003,14455469.520000003,220277.0,2.0,1.0,0.0
368,368,1,14450282.91,14450282.91,99081.0,2.0,1.0,0.0
377,377,1,14446214.36,14446214.36,195499.0,2.0,1.0,0.0
2436,2436,1,14441305.77,14441305.77,134979.0,1.0,1.0,0.0
727,727,1,14441112.04,14441112.04,93849.0,1.0,0.0,0.0
1699,1699,1,14429027.52,14429027.52,7317.0,2.0,1.0,0.0
694,694,1,14424213.8,14424213.8,104170.0,1.0,1.0,0.0
311,311,1,14417943.680000002,14417943.680000002,190051.0,1.0,1.0,0.0
337,337,1,14415985.010000002,14415985.010000002,104965.0,1.0,1.0,0.0
1296,1296,1,14396868.11,14396868.11,74999.0,2.0,1.0,0.0
2046,2046,1,14394538.879999999,14394538.879999999,353784.0,2.0,1.0,0.0
2160,2160,1,14390305.629999999,14390305.629999999,29444.0,1.0,0.0,0.0
2687,2687,1,14385412.77,14385412.77,59292.0,2.0,1.0,0.0
1393,1393,1,14385367.73,14385367.73,289022.0,2.0,1.0,0.0
1422,1422,1,14355295.25,14355295.25,93302.0,1.0,0.0,0.0
2498,2498,1,14354879.36,14354879.36,907.0,1.0,1.0,1.0
952,952,1,14350186.49,14350186.49,214715.0,1.0,0.0,0.0
249,249,1,14343719.720000003,14343719.720000003,54949.0,2.0,1.0,0.0
2097,2097,1,14335240.129999999,14335240.129999999,221459.0,2.0,1.0,0.0
1732,1732,1,14332582.229999999,14332582.229999999,59621.0,1.0,2.0,0.0
2590,2590,1,14326388.789999997,14326388.789999997,28509.0,1.0,1.0,0.0
754,754,1,14320736.93,14320736.93,61720.0,2.0,1.0,0.0
1134,1134,1,14317841.27,14317841.27,73594.0,1.0,1.0,0.0
612,612,1,14297933.149999999,14297933.149999999,176675.0,1.0,1.0,0.0
1859,1859,1,14296763.14,14296763.14,98879.0,1.0,0.0,0.0
1212,1212,1,14288921.34,14288921.34,136386.0,1.0,1.0,0.0
876,876,1,14268949.370000001,14268949.370000001,33686.0,3.0,1.0,0.0
240,240,1,14263218.790000001,14263218.790000001,239426.0,2.0,1.0,0.0
2196,2196,1,14261914.419999998,14261914.419999998,33007.0,1.0,1.0,0.0
456,456,1,14258352.88,14258352.88,93442.0,1.0,1.0,0.0
394,394,1,14242558.11,14242558.11,54593.0,2.0,1.0,0.0
825,825,1,14242067.28,14242067.28,16812.0,2.0,0.0,0.0
152,152,1,14237471.899999999,14237471.899999999,24992.0,2.0,2.0,0.0
657,657,1,14234224.8,14234224.8,208329.0,2.0,0.0,0.0
733,733,1,14232916.099999998,14232916.099999998,12564.0,1.0,1.0,0.0
918,918,1,14229379.720000003,14229379.720000003,51694.0,2.0,1.0,0.0
2563,2563,1,14225225.31,14225225.31,8879.0,2.0,1.0,0.0
2560,2560,1,14223795.190000001,14223795.190000001,69489.0,2.0,1.0,0.0
1129,1129,1,14215859.600000001,14215859.600000001,68369.0,1.0,1.0,0.0
2784,2784,1,14204344.790000001,14204344.790000001,37808.0,1.0,0.0,0.0
1779,1779,1,14198819.29,14198819.29,9444.0,2.0,1.0,0.0
1486,1486,1,14195776.45,14195776.45,100609.0,1.0,4.0,0.0
743,743,1,14192063.23,14192063.23,5824.0,1.0,1.0,0.0
346,346,1,14159684.04,14159684.04,43263.0,2.0,1.0,0.0
568,568,1,14157206.25,14157206.25,46076.0,2.0,0.0,0.0
811,811,1,14156137.16,14156137.16,128293.0,2.0,1.0,0.0
437,437,1,14130868.44,14130868.44,171733.0,2.0,1.0,0.0
228,228,1,14129686.14,14129686.14,9592.0,1.0,1.0,0.0
2460,2460,1,14125415.49,14125415.49,42439.0,1.0,1.0,0.0
1081,1081,1,14122790.510000002,14122790.510000002,172060.0,1.0,1.0,0.0
1262,1262,1,14104979.299999999,14104979.299999999,4667.0,2.0,1.0,0.0
1403,1403,1,14097617.479999999,14097617.479999999,162996.0,1.0,1.0,0.0
792,792,1,14094754.29,14094754.29,281466.0,2.0,1.0,0.0
1459,1459,1,14090924.73,14090924.73,1939.0,1.0,1.0,1.0
2140,2140,1,14089770.86,14089770.86,15690.0,2.0,1.0,0.0
134,134,1,14078428.69,14078428.69,10277.0,2.0,1.0,0.0
2238,2238,1,14070485.030000001,14070485.030000001,35457.0,2.0,1.0,0.0
72,72,1,14068472.34,14068472.34,65924.0,1.0,0.0,0.0
85,85,1,14067971.89,14067971.89,203066.0,2.0,1.0,0.0
87,87,1,14056551.61,14056551.61,269622.0,1.0,2.0,0.0
1727,1727,1,14037694.290000001,14037694.290000001,200887.0,2.0,1.0,0.0
1518,1518,1,14031548.530000001,14031548.530000001,121730.0,2.0,1.0,0.0
1211,1211,1,14021714.59,14021714.59,173041.0,1.0,1.0,0.0
348,348,1,14013872.639999999,14013872.639999999,279042.0,1.0,0.0,0.0
1990,1990,1,14012754.0,14012754.0,170232.0,1.0,1.0,0.0
1687,1687,1,14006279.219999999,14006279.219999999,388187.0,1.0,0.0,0.0
496,496,1,14005042.95,14005042.95,192467.0,2.0,1.0,0.0
447,447,1,14000449.660000002,14000449.660000002,217497.0,1.0,1.0,0.0
465,465,1,13999064.48,13999064.48,212718.0,1.0,3.0,0.0
608,608,1,13993808.049999999,13993808.049999999,151906.0,2.0,1.0,0.0
1887,1887,1,13990493.14,13990493.14,16516.0,1.0,3.0,0.0
1299,1299,1,13988626.49,13988626.49,40400.0,2.0,1.0,0.0
1749,1749,1,13985825.0,13985825.0,94760.0,1.0,1.0,0.0
1264,1264,1,13982558.540000003,13982558.540000003,291198.0,2.0,0.0,0.0
1247,1247,1,13961482.88,13961482.88,185041.0,1.0,1.0,0.0
2752,2752,1,13955519.790000001,13955519.790000001,89858.0,1.0,1.0,0.0
1603,1603,1,13955511.33,13955511.33,5220.0,2.0,1.0,0.0
1421,1421,1,13942886.84,13942886.84,281852.0,2.0,0.0,0.0
1629,1629,1,13938500.84,13938500.84,202307.0,1.0,0.0,0.0
1704,1704,1,13933380.779999997,13933380.779999997,219763.0,1.0,1.0,0.0
726,726,1,13913904.22,13913904.22,172437.0,1.0,1.0,0.0
1013,1013,1,13909500.090000002,13909500.090000002,188541.0,2.0,1.0,0.0
747,747,1,13905092.270000001,13905092.270000001,14954.0,1.0,1.0,0.0
997,997,1,13902109.86,13902109.86,48277.0,1.0,1.0,0.0
1242,1242,1,13899868.500000002,13899868.500000002,192579.0,2.0,1.0,0.0
2478,2478,1,13893292.96,13893292.96,19968.0,1.0,1.0,0.0
943,943,1,13890445.499999998,13890445.499999998,194604.0,1.0,1.0,0.0
2495,2495,1,13881268.509999998,13881268.509999998,7870.0,1.0,1.0,0.0
2145,2145,1,13880941.41,13880941.41,89299.0,1.0,1.0,0.0
1567,1567,1,13869250.74,13869250.74,220576.0,2.0,0.0,0.0
2803,2803,1,13867031.21,13867031.21,115224.0,2.0,1.0,0.0
217,217,1,13860106.7,13860106.7,16122.0,1.0,3.0,0.0
854,854,1,13857358.390000002,13857358.390000002,181405.0,2.0,0.0,0.0
2479,2479,1,13848379.919999998,13848379.919999998,14190.0,2.0,1.0,1.0
2881,2881,1,13847769.93,13847769.93,4868.0,1.0,1.0,0.0
2474,2474,1,13844706.09,13844706.09,133788.0,1.0,2.0,0.0
1457,1457,1,13826062.850000001,13826062.850000001,5539.0,1.0,1.0,1.0
104,104,1,13823621.84,13823621.84,8279.0,1.0,1.0,1.0
580,580,1,13813584.540000003,13813584.540000003,72740.0,2.0,1.0,0.0
101,101,1,13807154.37,13807154.37,273538.0,1.0,1.0,0.0
1847,1847,1,13796628.8,13796628.8,323737.0,1.0,1.0,0.0
2541,2541,1,13793511.11,13793511.11,91629.0,1.0,1.0,0.0
461,461,1,13788429.339999998,13788429.339999998,72940.0,1.0,1.0,0.0
2051,2051,1,13786701.119999997,13786701.119999997,298584.0,1.0,0.0,0.0
1895,1895,1,13745645.55,13745645.55,224093.0,1.0,2.0,0.0
629,629,1,13742647.299999999,13742647.299999999,15933.0,1.0,1.0,0.0
2466,2466,1,13739668.87,13739668.87,11408.0,2.0,1.0,0.0
2720,2720,1,13735802.11,13735802.11,4203.0,1.0,1.0,1.0
1489,1489,1,13733226.98,13733226.98,167912.0,2.0,1.0,0.0
1512,1512,1,13715606.41,13715606.41,2541.0,2.0,1.0,0.0
1297,1297,1,13707614.57,13707614.57,78465.0,1.0,1.0,0.0
157,157,1,13704782.69,13704782.69,93934.0,1.0,1.0,0.0
1787,1787,1,13700908.950000001,13700908.950000001,231739.0,1.0,2.0,0.0
2636,2636,1,13694418.4,13694418.4,75922.0,1.0,1.0,0.0
2663,2663,1,13688302.41,13688302.41,68378.0,1.0,1.0,0.0
2592,2592,1,13672669.940000001,13672669.940000001,205237.0,1.0,1.0,0.0
2531,2531,1,13667842.81,13667842.81,17270.0,2.0,1.0,0.0
1017,1017,1,13664900.0,13664900.0,12367.0,2.0,1.0,0.0
