,cluster,count,total_paid_median,total_paid_mean,total_paid_std,total_claims_median,total_claims_mean,total_claims_std,paid_per_claim_median,paid_per_claim_mean,paid_per_claim_std,paid_per_beneficiary_median,paid_per_beneficiary_mean,paid_per_beneficiary_std,n_unique_hcpcs_median,n_unique_hcpcs_mean,n_unique_hcpcs_std,n_servicing_npis_median,n_servicing_npis_mean,n_servicing_npis_std,n_years_active_median,n_years_active_mean,n_years_active_std,n_months_active_median,n_months_active_mean,n_months_active_std
625,624,156,55851.115,325587.80532051285,1271778.5162832392,575.5,2823.4102564102564,5939.109640962859,84.1671419267052,104.15824856126507,84.30292341528587,94.83872976707462,138.91153331066118,196.39249070554223,2.0,2.269230769230769,1.018196722523118,1.0,0.9743589743589743,0.19505889759722436,4.0,3.826923076923077,2.2808132718706835,17.0,28.878205128205128,28.179686792535396
626,625,141,1628933.4,7108930.428085107,22121004.330666494,11749.0,70252.29078014185,181616.36524134912,99.41009890954845,338.2904084108081,1442.2815452607542,226.34948706353256,758.8643766714391,3017.749933764423,9.0,14.205673758865249,13.800889065820806,1.0,1.4893617021276595,3.4961550743568846,6.0,5.26241134751773,2.120125973585135,61.0,55.241134751773046,29.49016802481316
627,626,173,126550.91,3646223.197861272,17924793.598074637,1547.0,11021.502890173411,30105.242979136376,84.6648322147651,294.4749749039988,1365.801279279479,268.8918724158299,758.3526911859051,2555.0587399721207,3.0,4.658959537572255,6.042907919242715,1.0,1.0289017341040463,0.4095906303539188,4.0,4.08092485549133,2.231991305131122,25.0,33.73988439306358,29.305656132936292
628,627,437,266904.42,660691.7560183066,1327565.7968131804,9443.0,20549.196796338674,34712.889199288766,29.345586533861077,31.407083917291065,18.788371602451946,32.44379272727273,34.81807260045574,19.56215010620185,11.0,12.006864988558352,5.991388967064808,1.0,2.4393592677345537,3.5856630356231585,7.0,5.661327231121281,1.807144606530625,61.0,55.725400457665906,25.64905385055588
629,628,186,119251.37,974890.0572580645,2320317.168829883,1501.5,15395.913978494624,42517.02756655577,116.347586507988,144.70436190277388,162.09508589416996,283.4617560664112,572.7174465995682,898.4681004345423,3.0,6.516129032258065,9.314461761561159,1.0,1.9731182795698925,4.04626326874418,2.5,3.349462365591398,2.311294180857962,13.0,26.56451612903226,28.47888984004397
630,629,186,13140.895,55804.80876344086,359734.16690538573,627.5,1721.1612903225807,6659.260853862894,21.726955856034998,22.944836112133423,17.977217303742897,43.23795,50.11969317799729,42.0248554580632,1.0,1.1612903225806452,0.5558596474737345,1.0,1.2311827956989247,0.6619346737791123,3.0,3.5806451612903225,2.0837729847052127,18.0,24.21505376344086,23.54907444666119
631,630,102,248290.195,2380776.4020588235,9092656.334108533,245.0,8200.29411764706,64213.861031756256,1684.3569994802497,1481.90639487513,992.4720621877977,1807.4038661881418,1603.8783165932175,1016.4538556814551,1.0,2.4215686274509802,3.349113299260452,1.0,6.6568627450980395,55.450181922232474,4.0,3.6666666666666665,2.213072472599325,12.0,24.53921568627451,27.05720802872046
632,631,188,8002.5,222391.4625531915,1029315.2696181742,229.0,7446.643617021276,30398.668681543935,35.19976880607315,35.62715257549117,18.202550679515365,36.67245986318582,37.79457900624827,18.706194577498135,3.0,4.276595744680851,3.8747896415399183,1.0,1.7393617021276595,4.822090834711065,3.0,3.345744680851064,1.976501792443671,10.0,21.93617021276596,24.630448748960113
633,632,463,742854.3899999999,4376414.833110151,36092588.532286964,12099.0,38643.60691144708,203200.0138947104,62.67171984265735,99.64248395137369,138.12896368628267,736.1731483146067,1031.0071484179773,1035.6521035374794,2.0,2.4686825053995682,1.1909615384184256,1.0,1.0777537796976242,0.516399590091758,3.0,3.7257019438444923,2.063999892439886,28.0,34.93304535637149,25.415717791075686
634,633,169,3269127.3699999996,6333317.613076923,9447268.515629627,34750.0,84882.25443786982,139292.88858933133,72.73746477892536,194.6230494576366,358.17918230911744,1329.8727674326465,1455.868829974746,680.148789395984,2.0,2.2189349112426036,0.8341641392522395,1.0,1.9644970414201184,1.5348859548306633,4.0,4.34319526627219,2.1631308253539623,42.0,45.3905325443787,27.239045947306426
635,634,172,4305.25,27117.24674418605,162755.99618548018,240.5,1002.1860465116279,4019.665782887921,18.13084210526316,22.768158839441842,14.792188985548037,19.45023213168818,25.45176585943318,16.99287235305028,2.0,2.7848837209302326,1.881023576142105,1.0,1.069767441860465,0.7537927131329722,3.0,3.5232558139534884,1.9085939479504614,12.0,16.52906976744186,15.441429548394414
636,635,261,6626.75,30726.30908045977,187055.74577586475,319.0,2892.4904214559388,35316.59510916526,21.764481707317074,26.390854725771757,15.872341126783049,22.4,28.88472407618619,18.89494979540792,3.0,3.2260536398467434,1.8970248318080407,1.0,1.157088122605364,2.148845295441944,3.0,3.049808429118774,1.8916338993878543,10.0,16.659003831417625,16.783078857197467
637,636,140,20606.3,80396.16364285715,300062.3937907693,749.5,2168.95,5968.137706867146,28.371899948704794,33.43403995437398,21.59192138636854,61.4025530443723,73.16474796890323,48.22512690724148,3.0,3.2285714285714286,0.9003824698335462,1.0,1.65,1.933889360215306,4.0,4.05,1.9685476514717912,15.0,21.935714285714287,20.53675796087784
638,637,721,4027.0,5864567.635852981,110736533.27508275,161.0,32469.356449375868,639747.3215460423,25.21232558139535,44.82362623707077,103.26549925344887,26.34246575342466,66.59747251236269,248.2753872216629,3.0,3.692094313453537,5.291193540212078,1.0,1.4993065187239945,4.687194383112593,2.0,2.8765603328710125,1.8856231911292203,6.0,12.676837725381414,18.365188355131657
639,638,204,8486.314999999999,40966.67671568628,204078.0816386361,651.0,2518.9362745098038,10102.951152558984,14.368868276283298,20.105270097437458,20.790670447334204,22.851415214619635,34.50676071988123,45.15367852274053,3.0,3.142156862745098,1.7740291884520303,1.0,2.519607843137255,9.041481190129492,3.0,3.073529411764706,1.74747820951414,15.0,20.82843137254902,18.090494346607198
640,639,538,1150.5300000000002,12486.91470260223,112344.70078552351,56.5,519.9405204460967,4413.566747435904,32.38097176079734,39.0814206283034,92.0399213775899,36.449313501144175,44.61935374372314,99.68802007562508,1.0,1.529739776951673,2.969749459166726,1.0,1.288104089219331,2.9879783547347283,1.0,1.9646840148698885,1.4674170648589828,3.0,7.789962825278811,12.965450853221132
641,640,542,715252.225,7696646.236586715,29200425.45445907,7076.0,86863.16236162362,490406.1199448509,95.27140769957359,224.66982429483105,675.942027027543,123.57193643935742,368.20871753528,1067.332382381589,11.0,22.20479704797048,31.18747401075157,1.0,1.433579335793358,5.352476037684813,6.0,5.167896678966789,2.2097588138036777,60.0,51.7029520295203,31.35943832478119
642,641,460,1345261.3849999998,7036175.526521739,19920860.74817574,22472.0,98949.82608695653,301847.6598399862,54.59827477399121,111.11488560902113,233.16762126122487,68.1905648065618,144.60656388204978,297.0694326056835,22.0,29.097826086956523,28.512451808251036,1.0,1.6869565217391305,8.223580757638878,7.0,5.276086956521739,2.191256618875145,71.5,55.86304347826087,30.97016526734331
643,642,207,3341874.1,7197845.896618357,11647299.945221296,30843.0,73248.9420289855,119972.04240481627,91.89577876058658,211.21970733541943,544.723568875991,282.51706070487893,709.8863966306271,1059.7633917384337,8.0,8.367149758454106,3.4033796868697315,1.0,2.420289855072464,6.526434218231006,7.0,5.231884057971015,2.290619924164117,78.0,56.63768115942029,31.060216030150123
644,643,495,1655058.4300000002,7044033.380323234,22720153.23607293,9994.0,49928.850505050505,160459.02476756548,128.2864137033825,324.57022025009803,671.45091511634,628.7686936991623,1453.1987352818392,1854.395979869489,6.0,6.624242424242424,3.580793652247768,1.0,1.795959595959596,3.8194028189104445,3.0,3.498989898989899,2.4127484852205754,18.0,32.806060606060605,31.093999506334896
645,644,303,435075.6,710515.9419141914,928611.3068012883,23851.0,37089.15511551155,55286.60826333932,16.503265940902022,19.893615950008627,10.478659860996371,45.359129341123015,50.2122452954453,22.676807826147186,11.0,11.429042904290428,5.459733522850476,2.0,3.6963696369636962,7.378164043826763,7.0,5.752475247524752,1.6361354519417155,69.0,62.00330033003301,21.908977619460767
646,645,300,6012.160000000001,17406.867033333336,40962.946497248435,293.0,721.48,1251.0390475901693,22.397722891566264,24.809023323845853,17.097445374107902,54.0352854634391,67.63820940009244,72.89035013795986,2.0,2.1,0.49411249446926275,1.0,1.31,1.7751254136296097,3.0,3.3066666666666666,1.723132663535424,7.0,11.61,11.352864179739491
647,646,322,3023.82,71211.09350931676,1158777.7382878487,60.0,542.1242236024844,7279.413787768537,42.61801137236822,57.71017443888934,38.01870909239507,43.19533410138249,61.589521154878994,57.89001513500023,1.0,1.4968944099378882,1.15537062927733,1.0,1.0372670807453417,0.4378963981907844,2.0,2.422360248447205,1.7190149738756322,4.0,7.894409937888199,11.173568323950688
648,647,259,114246.92,167688.51532818534,171041.1762343557,5970.0,9507.069498069499,9633.23259974204,19.253281291346916,19.486961871803903,8.029211503337912,42.19250634747914,45.146222050344115,19.709660533837035,4.0,4.9652509652509655,2.615315104473465,1.0,1.8416988416988418,2.108040763941843,6.0,5.185328185328185,1.981605573188286,53.0,52.91119691119691,26.607756455601635
649,648,414,21236.744999999995,53115.13504830919,90242.4242343002,2640.5,5401.350241545893,8216.00972680954,9.121479120358202,10.72873170097923,7.547044695773734,13.918061008692538,18.475355486901325,15.041683450324387,4.0,4.359903381642512,2.1725641204508475,1.0,2.6207729468599035,5.449184436535677,4.0,4.35024154589372,2.0325528598181544,33.0,38.24154589371981,25.10220490448788
650,649,756,53335.035,280569.3525132275,1023072.4342040386,4848.0,17995.767195767196,43722.60226111295,12.706695248715732,15.706513988294164,13.076584006899939,19.13902748518848,24.993801052944047,22.525839350777524,6.0,8.02116402116402,6.010769735686566,1.0,7.28042328042328,17.038816233193494,5.0,4.608465608465608,2.0263515055343118,41.0,43.80291005291005,26.591131160991207
651,650,310,13561.505000000001,219783.36696774195,2683179.665563607,547.0,2226.4483870967742,5534.957633277954,23.782881284389724,31.580356902231635,44.15214422107713,62.361501837934014,94.07077536197893,262.3334489461464,3.0,3.096774193548387,1.9976497308658203,1.0,1.6064516129032258,3.287707366944436,4.0,3.9161290322580644,1.8308921860363696,11.0,19.096774193548388,19.474412452486447
652,651,950,10697.18,37715.81757894737,108834.66995597754,211.0,698.6926315789474,1972.759356767527,52.372372507202456,56.15201957984343,28.83232396552008,54.65891072702101,58.261967655168675,30.252065922725272,2.0,2.296842105263158,0.9443361896646837,1.0,2.1978947368421053,5.459188152942187,2.0,2.463157894736842,1.6609982545437105,8.0,13.341052631578947,14.257584414165269
653,652,207,4449.9,17135.007246376812,45806.148438605116,170.0,664.7874396135265,1822.2309843771163,26.8286,29.38237522410178,17.741384956875564,57.03916744621141,72.22877596671653,57.70045592429379,2.0,2.1449275362318843,0.4603300520924474,1.0,1.3236714975845412,1.395752936767223,3.0,2.9371980676328504,1.6549184928147762,5.0,9.357487922705314,13.000288625197738
654,653,116,4864.215,28317.013103448277,96797.15325572698,221.0,800.0948275862069,2215.8434647995227,25.923365920578867,29.866016163008275,18.31598437360989,63.99317801608579,83.27195262422413,86.84938221078531,2.0,2.1551724137931036,0.6541300000546644,1.0,1.396551724137931,1.548515756934774,3.0,3.0172413793103448,1.5658461172696752,6.0,10.137931034482758,14.690367475040365
655,654,123,4932.15,51421.13861788618,268149.72845301917,213.0,1361.7967479674796,4364.55752918473,22.073977122329364,29.191796439347907,22.83198504920642,59.94566666666667,79.11641007977931,67.87939619946191,2.0,2.186991869918699,0.5177123939835524,1.0,1.4715447154471544,2.747055661505667,3.0,3.154471544715447,1.7972315701674624,5.0,13.032520325203253,17.39650189038371
656,655,131,89240.61,981284.5799236641,2316411.4032447906,3590.0,32296.717557251908,86105.6667926347,31.801162790697674,36.15406855778336,23.724322373775568,35.354410958904104,45.18911742907809,71.29365436147086,5.0,12.267175572519085,16.678325145336167,1.0,0.9541984732824428,0.27351263280759736,5.0,4.816793893129771,2.2627468899464684,41.0,44.465648854961835,31.893403636759878
657,656,159,3869.04,224040.57937106912,668965.4068709426,188.0,5335.9182389937105,13397.571663574505,36.80775757575758,43.56022169543191,31.13374322442171,40.94795454545454,46.47058970608633,32.03983313110795,1.0,6.037735849056604,8.939945057212887,1.0,1.0754716981132075,0.7509249133300592,2.0,3.40251572327044,2.4446259760392555,9.0,24.89308176100629,30.414768064083727
658,657,416,14027.57,107451.57923076922,795387.73790133,696.0,6521.807692307692,56686.96706937469,23.10563533973054,26.44543869279124,22.081447546565432,24.89812234555637,28.733686877922516,24.224503376969935,4.0,4.274038461538462,4.42521788052106,1.0,1.0745192307692308,1.5972038095583954,4.0,3.6490384615384617,1.940537508064174,18.0,24.04326923076923,20.64579196039519
659,658,1107,18100.37,88458.83827461608,200276.24411986093,416.0,1664.8590785907859,3695.513849905437,56.239799373040746,59.579948485858935,47.82916840824439,179.7644889779559,217.11707606643515,183.5258589440184,1.0,1.3983739837398375,1.3946802420448783,1.0,1.1454381210478772,1.1144231401774125,2.0,2.4191508581752483,1.6413271440139192,7.0,14.327009936766034,17.171078927652992
660,659,291,61717.48,122332.36800687284,202883.7097502383,3966.0,9208.09621993127,17980.801717129016,15.69358093635251,16.043550985730107,7.150713343277854,17.58155477031802,17.934031309800915,7.9222751979927954,13.0,13.347079037800688,5.945135657853672,1.0,4.453608247422681,9.901606228343615,5.0,4.986254295532646,2.100857802785466,47.0,48.16151202749141,26.76123089630219
661,660,409,20567.52,109913.0847432763,465571.91815597034,432.0,1466.007334963325,4015.6576802982363,57.11622448979592,59.788006652955666,37.43250633285343,186.0334090909091,232.45206742949048,305.6257520290072,1.0,1.2273838630806846,0.85154602873402,1.0,1.1980440097799512,0.9560929932720443,2.0,2.3838630806845966,1.5770516487343647,8.0,13.95843520782396,16.78353340699913
662,661,483,1776.0,333795.7157349896,2467769.520927219,96.0,6045.751552795031,29700.541945828227,19.017045454545453,53.6989740681491,189.39125259261712,21.028132884777122,62.28286683990232,196.47142845144967,2.0,4.3354037267080745,9.613448459245845,1.0,1.8674948240165632,5.979827720068076,1.0,2.527950310559006,2.091462923255291,3.0,14.900621118012422,22.602703810173377
663,662,281,1825.07,5545.365444839857,15066.344532694593,52.0,163.29537366548044,316.98016208761715,36.865945945945946,38.9619619714434,26.542087588782,41.961851851851854,43.661450861831284,30.376654930339832,1.0,1.188612099644128,0.7582959248935859,1.0,1.0427046263345197,0.356007345851106,1.0,1.8398576512455516,1.3572472065414074,3.0,6.935943060498221,9.970106564677858
664,663,173,69479.31000000001,16852303.573815025,54796255.43969572,886.0,261648.09248554913,934643.3021316221,50.89614434478133,141.97223702466297,414.37792763967303,59.81681481481482,188.10130424688904,561.8123821810839,3.0,29.791907514450866,58.804786857761286,1.0,3.9826589595375723,32.11724053215747,5.0,4.514450867052023,2.5187827819233988,27.0,40.36416184971098,35.82759572084683
665,664,862,142668.76,5727803.763329466,21200618.394397892,3507.0,84676.86774941995,397867.7320770915,40.20695651569752,88.81394109682186,232.48033114638807,45.158283732301896,174.1513449474936,809.6549597687323,7.0,21.89095127610209,34.131938942940124,1.0,1.734338747099768,12.804532605811517,5.0,4.648491879350348,2.3419848832376755,48.0,46.31786542923434,32.597266312500345
666,665,650,414583.36,2378102.5186307696,6719234.07261271,9008.5,45268.43846153846,151838.7430073918,41.51729499757565,49.76924294691809,51.23639901096412,45.329216256874716,56.35628313989862,70.81829517927706,13.0,18.406153846153845,18.45240307735399,1.0,1.6846153846153846,7.626523556783083,7.0,5.489230769230769,1.9963080775521997,69.0,56.36769230769231,29.716407962881874
667,666,268,77240.51000000001,170989.40951492538,386199.91879481333,1139.0,2827.9888059701493,7387.738889960938,63.21340751180901,66.01775332699265,23.710426344753493,68.41522942066892,70.20614594301928,24.293533963838726,3.0,3.1977611940298507,0.43498097903404326,1.0,2.3059701492537314,6.230560915155049,4.0,4.014925373134329,2.1791833491737993,23.5,33.0,27.246963202260144
668,667,130,44597.69499999999,120444.87400000001,319488.0784743374,642.5,1799.0615384615385,4479.075007902437,65.25795740157345,66.60118539147084,24.396993383284546,71.09077268243045,70.72610587012943,25.43979266080933,3.0,3.146153846153846,0.46774302992065697,1.0,2.1846153846153844,8.531550760445379,3.0,3.9846153846153847,2.1056756649500956,18.0,29.26153846153846,24.811085871257475
669,668,160,56035.53,103300.5984375,137475.44743522673,854.0,1494.23125,1924.4910892172027,68.13387214410278,69.1482336226231,28.619110558203356,72.29133578431373,72.60102265494712,29.119752948297027,3.0,3.20625,0.6548980908767114,1.0,1.775,3.2908296443948144,4.0,4.21875,1.9576390445970415,25.0,32.30625,22.969489436392646
670,669,171,1439.27,41587.28713450293,144646.12599172854,81.0,694.6900584795321,2401.8723659251136,35.39969879518073,66.34807278070203,306.30373428376384,41.175000000000004,101.4257078888741,639.4113846008247,2.0,2.52046783625731,2.035968280368163,1.0,1.1929824561403508,0.9537282229334558,1.0,1.760233918128655,1.1145286279892048,3.0,6.684210526315789,9.265669515957669
671,670,287,33444.39,142220.74083623692,740431.0397832172,568.0,3932.7177700348434,39913.50683631442,61.600833333333334,60.458615451162366,25.748701056701737,211.38333333333333,235.30666612796315,137.18893555500873,1.0,1.0592334494773519,0.4730241620659552,1.0,1.2369337979094077,1.2317031555671698,2.0,2.533101045296167,1.7050270593075407,10.0,17.18466898954704,19.111488558129945
672,671,136,2387.2,6297.998823529411,8670.300817356281,557.0,712.8602941176471,629.3250372898832,4.506862440927812,10.612676346902001,14.524203258598032,4.858376787670281,11.590458520716682,15.725324502942467,2.0,2.860294117647059,2.3638411744529773,1.0,0.9779411764705882,0.19117228083225266,4.0,4.102941176470588,1.8349665927515304,26.0,29.477941176470587,20.59952063871056
673,672,420,22571.309999999998,85487.35409523809,323312.18183077185,1137.0,5471.440476190476,41503.30518441081,20.240774136770717,26.162239362191915,28.22615877387995,22.77468275124656,29.552058645530565,34.58459457768343,3.0,3.719047619047619,3.6775937769390104,1.0,1.3142857142857143,4.267464267988011,4.0,4.307142857142857,1.9155054863732297,34.0,36.33095238095238,22.833892115940397
674,673,249,34999.759999999995,87436.29361445783,144214.52825012553,654.0,1526.4056224899598,2601.2634368459276,53.69835952848724,58.735376737388926,32.29334848356789,56.13675837320574,61.64790233058133,35.71948831576812,3.0,3.1606425702811247,0.6826605246314885,1.0,3.076305220883534,6.879595297315945,3.0,3.140562248995984,1.885941539139794,16.0,21.955823293172692,18.164849303716046
675,674,320,46958.545,98805.52178125,140276.54915915354,2957.5,5722.840625,7641.270404082891,15.380813445413033,18.268298162457672,16.693919014618565,37.89939213045959,44.34459090868991,27.126966517123517,4.0,4.503125,2.1524913574477273,1.0,1.415625,0.9979946585818995,4.0,4.2625,1.8837283779464828,33.0,35.203125,23.997374260426582
676,675,268,40739.82,154817.11847014923,488737.80516326847,2386.0,5934.738805970149,11263.806728030651,14.676909478817434,23.15539048344268,24.391819042385766,39.1334579437906,74.31789273573548,157.45886584653314,4.0,4.324626865671642,2.6905003243041574,1.0,1.6492537313432836,2.0762883286694076,4.0,3.7723880597014925,2.108583911305866,22.0,30.294776119402986,25.657913242013823
677,676,108,2354181.87,6873142.052592592,14652990.839110993,23784.0,91910.27777777778,200869.68662391396,70.43478495176612,96.63430432809797,89.34023174914113,74.27503787878788,398.3071867340524,1598.3371576809413,16.0,20.62037037037037,16.918008760557246,1.0,1.1018518518518519,0.8747743614524169,7.0,5.398148148148148,2.208479050424695,73.0,58.50925925925926,30.322101180606253
678,677,221,303211.83999999997,3093312.9275113125,8304067.565609765,5985.0,70812.6742081448,287449.9812977155,50.31956393861893,58.12326120845064,36.861804515965396,55.7710077954793,67.18685396417547,46.819126727666735,8.0,10.457013574660634,9.044044154972243,1.0,1.0407239819004526,0.5420226603905055,5.0,4.733031674208145,2.332818105345667,50.0,47.65610859728507,32.41435317973937
679,678,145,127056.37,307534.6268275862,600074.857220394,4273.0,10209.013793103448,15934.089372311442,29.847948102921944,31.18827708028781,21.645453178473588,32.144575866188774,35.96555334213583,45.19279182094731,9.0,10.220689655172414,4.115467040995132,1.0,2.331034482758621,2.4524793928622124,6.0,5.4,1.729643508549282,49.0,48.83448275862069,24.011286059633452
680,679,258,1260.3650000000002,5601.051007751938,13962.811118279697,46.5,221.2674418604651,782.8950179496583,32.8445,36.23005576471919,26.003009885505637,36.97268534482758,41.32060018807619,29.860751815054645,1.0,1.182170542635659,0.6672960260381023,1.0,1.050387596899225,0.5080862133111359,1.0,1.9031007751937985,1.3357950158745135,3.0,7.073643410852713,11.822224137659758
681,680,122,1491.75,4382.312459016393,11023.932951610577,25.0,61.97540983606557,146.81964328654843,75.81677083333334,72.28218681184644,31.42793177819287,77.75160188314823,74.11728291175838,31.782820978519023,1.0,1.040983606557377,0.2369761637979084,1.0,1.0,0.128564869306645,1.0,1.459016393442623,0.7835872267193955,2.0,3.19672131147541,4.230232286106535
682,681,105,31921.6,1485176.4061904761,4028194.1380414576,203.0,11783.8,41697.81603241445,171.57,477.974255187324,786.8217598213122,631.58,1093.7482247347461,1166.6598466929145,1.0,2.123809523809524,2.779371947924285,1.0,1.819047619047619,2.837865369160396,1.0,2.2476190476190476,1.9053616271991323,3.0,15.095238095238095,23.08367880356652
683,682,653,11916.48,50756.69294027565,145425.02669156733,222.0,1137.271056661562,10491.739953120274,67.67999999999999,65.19015643755458,27.931941668284164,146.57843137254903,149.60127902582596,76.92355863416925,1.0,1.0535987748851454,0.46523963559234827,1.0,1.0826952526799387,1.7651771563168712,2.0,2.470137825421133,1.8263022446874633,7.0,15.238897396630934,19.431124706803764
684,683,373,22628.35,77212.98761394102,158083.5750089931,538.0,1493.1099195710456,4226.865944290578,54.19987616099072,58.1960498321238,35.30433612757667,176.6641666666667,205.06620652764346,183.1359506834881,1.0,1.260053619302949,1.436631737713394,1.0,1.195710455764075,0.8960983779895717,2.0,2.39142091152815,1.6104936020517804,9.0,14.359249329758713,15.770349593991233
685,684,248,19503.305,86323.02951612903,169764.5093389982,511.5,1371.8024193548388,2144.630199730798,55.17427431167758,56.25481834638847,36.517455345810774,181.31615145398644,198.2098690012115,144.67372575571375,1.0,1.346774193548387,1.1456261116400102,1.0,1.217741935483871,1.2537263251265296,2.0,2.5080645161290325,1.7332003009664585,8.0,15.649193548387096,18.451433114053426
686,685,616,4794.014999999999,23709.749935064938,66345.38447715958,105.0,331.8003246753247,838.817501436005,50.0638,61.130316834139585,36.35624469790019,51.29166666666667,63.036832595791815,38.08978781141789,2.0,1.8084415584415585,0.7812811075002025,1.0,1.3782467532467533,3.1179700782612705,2.0,2.6233766233766236,1.8045215912732566,5.0,11.262987012987013,14.122080738920156
687,686,101,97248.93999999999,278455.97287128714,400448.2668379283,1210.0,3282.128712871287,4609.75985635557,83.14335294117647,84.96430783417571,25.99753960365697,186.23194444444445,204.66617208407735,86.10824431823191,2.0,2.0396039603960396,0.1959995958775385,1.0,1.9405940594059405,2.1392605366257667,3.0,3.0792079207920793,1.8956960110567933,16.0,25.485148514851485,22.431056088105233
688,687,261,107077.5,308440.9075095786,494087.90485131915,1384.0,3364.072796934866,5073.883554960206,87.26781397792959,88.15663596553094,24.497288273719636,215.06196043165468,222.33219784972758,84.74787448252509,2.0,2.1302681992337167,0.38013601425144633,1.0,2.0881226053639845,2.563781146963498,3.0,3.425287356321839,1.8685587858934272,21.0,28.942528735632184,22.79187928349064
689,688,199,63518.90000000001,431710.52457286423,2773444.7132389974,908.0,4919.170854271357,29098.611717222033,62.6047987974098,84.39363034096108,128.03570476423047,143.46531746031746,207.62505678984354,294.6465942607264,2.0,2.4673366834170856,2.2513045471125266,1.0,1.2010050251256281,1.3520650106055987,3.0,3.442211055276382,1.947655191020598,18.0,26.07537688442211,23.111048272552047
690,689,237,57103.13,218410.55084388185,556442.5550759695,975.0,3336.675105485232,7705.190502925228,59.37661222585161,62.63440591706316,23.074575071070907,63.87755020080321,66.37079690046775,23.881302896307737,3.0,3.172995780590717,0.6374843733404829,1.0,3.3417721518987342,7.6261471645244345,3.0,3.6835443037974684,2.2220636907384894,21.0,30.185654008438817,25.527306020073766
691,690,128,65443.785,181332.43195312496,936054.4207396986,1037.0,2514.5703125,10535.990228984338,60.38585230938737,65.77597619855888,29.975056068674693,66.51754725177253,69.70930252989066,30.777435546701867,3.0,3.171875,0.39900220037677964,1.0,2.125,5.419416826574376,4.0,3.96875,2.103381229930798,27.0,29.9453125,23.14497567754551
692,691,187,1469.22,3803.7587165775394,7329.34361140428,22.0,54.64705882352941,105.62850060070174,78.46627118644068,71.04248001768639,37.39632561598148,81.98795620437956,72.40249435674737,38.06217835171798,1.0,1.032085561497326,0.37249151416339943,1.0,1.032085561497326,0.4387634544762784,1.0,1.4171122994652405,0.7946908529970351,1.0,2.9679144385026737,3.615830997031173
693,692,124,1574.245,3947.4062903225813,5751.504556096387,26.5,54.66935483870968,84.1442549352288,77.18451923076924,71.56634478265656,34.299713798518354,77.18451923076924,73.04008015793208,34.63592008161888,1.0,1.0161290322580645,0.12648281272371742,1.0,1.0725806451612903,0.5867560967051972,1.0,1.5483870967741935,0.8681804045194179,2.0,3.282258064516129,3.7319984922115665
694,693,259,641411.8599999999,5759301.9567953665,31271706.312574327,2245.0,26187.656370656372,131330.39761417668,296.9551352590555,272.82586102938916,270.84832801415735,302.7386833056018,455.46200229755647,718.8994467895052,1.0,1.9227799227799227,2.443513481351963,1.0,1.3629343629343629,2.5226755897923234,5.0,4.594594594594595,2.377569953838797,49.0,46.13513513513514,31.693191885644325
695,694,161,58928.119999999995,212174.37807453415,548982.3943701832,987.0,3447.8757763975154,8349.185582856095,58.603995711222304,62.07796380337472,37.85079037429172,61.030887348353545,65.66801064565568,39.44636692345366,3.0,3.0683229813664594,0.2766817576766772,1.0,4.906832298136646,9.497237257642375,3.0,3.279503105590062,2.0100098884216453,19.0,25.888198757763973,21.929430506975056
696,695,272,73130.42000000001,175860.8075367647,307972.3277065681,1250.0,3096.452205882353,5492.438096931983,61.60048468842104,63.222004377388146,23.236213751296418,65.44420253926182,66.83838552264535,23.199733729809214,3.0,3.1580882352941178,0.5302725257783956,1.0,4.470588235294118,9.171141306458773,3.0,3.4963235294117645,2.1007785619929567,21.0,29.38235294117647,24.244924549252737
697,696,105,661447.75,40239309.749619044,153320178.00478473,3932.0,80694.5142857143,217755.23529081888,169.6662573120766,418.4333028180507,1021.7244883764972,399.5877823268509,2173.897437747597,4194.5601088992735,1.0,2.6952380952380954,3.0857108940423683,1.0,1.2095238095238094,0.8626350295108557,5.0,4.380952380952381,2.259088279257776,37.0,41.95238095238095,28.650540655517833
698,697,130,123709.22,302265.62015384616,588001.623907898,4397.5,10010.153846153846,18882.210799832905,30.981600398825826,31.701047697656254,13.345384644480452,33.31272192491165,34.50179986576424,18.32906435942104,8.0,9.107692307692307,4.650991648610458,1.0,1.8615384615384616,2.9168153126786556,6.0,5.584615384615384,1.6414429999978977,48.0,48.8,22.86068355743498
699,698,164,3044.24,721234.3506097561,5860320.243375596,63.0,5808.804878048781,49370.73591830556,50.707093933463796,73.49148530753571,66.82863369028962,54.77957002457002,82.47485066718653,76.08867992204817,1.0,3.792682926829268,5.345114861295579,1.0,7.109756097560975,20.457651064008118,1.0,2.4939024390243905,2.143607850375232,4.0,16.890243902439025,26.654115393777577
700,699,137,595983.06,6167246.108613139,14278421.075066462,352.0,128580.21897810219,465642.2192727751,1349.784174685418,2117.666457329369,2364.630537856609,2764.407576567216,2829.5005361989633,2654.1054035257885,1.0,2.197080291970803,2.848734022380905,1.0,1.4087591240875912,1.4325765790307532,2.0,3.27007299270073,2.059781719000099,12.0,24.766423357664234,27.514237697674933
701,700,179,261390.13,3331037.2998882676,11780871.807017744,2606.0,12737.474860335196,33794.41119879502,162.78284833538842,157.32818111541687,93.43083397385014,1846.746462585034,2116.6747996616346,1627.5584270989984,1.0,2.0502793296089385,6.081167967925322,1.0,1.2011173184357542,1.7071557536024438,3.0,3.083798882681564,2.06052111980617,11.0,23.12849162011173,25.74442720243881
